,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
0,6598547,12/05/2016 03:50:30 PM,,12/05/2016 03:50:30 PM,Open,accepted,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845fd3f3da19793c74bdb02/report.jpg
1,6590597,12/03/2016 08:56:00 AM,,12/03/2016 08:56:00 AM,Open,accepted,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5842f91b3da18eff3dab2864/report.jpg
2,6590590,12/03/2016 08:54:02 AM,,12/03/2016 08:58:23 AM,Open,open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5842f8a23da18eff3dab282e/report.jpg
3,6590586,12/03/2016 08:52:46 AM,,12/03/2016 09:08:55 AM,Open,accepted,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,"586 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.761469775816, -122.428569714336)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5842f8553da18eff3dab280a/report.jpg
4,6583496,12/01/2016 09:33:46 AM,,12/01/2016 09:33:46 AM,Open,accepted,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58405eed3da18eff3daae52b/report.jpg
5,6579047,11/30/2016 08:18:50 AM,12/05/2016 10:25:29 AM,12/05/2016 10:25:29 AM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Misc - City Garbage Can,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,City_receptacle - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583efbe03da18eff3daabcf4/report.jpg
6,6579043,11/30/2016 08:18:19 AM,12/05/2016 10:25:30 AM,12/05/2016 10:25:30 AM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Misc - City Garbage Can,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583efbc23da18eff3daabcdf/report.jpg
7,6568288,11/27/2016 08:33:12 AM,12/02/2016 09:15:46 AM,12/02/2016 09:15:46 AM,Closed,Case Resolved - SES Graffiti Crew  - Clean using chemicals - Misc - Other Work,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,City_receptacle - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583b0ac23da18eff3daa42e1/report.jpg
8,6568251,11/27/2016 08:11:37 AM,12/02/2016 09:15:37 AM,12/02/2016 09:15:37 AM,Closed,Case Resolved - SES Graffiti Crew  - Clean using chemicals - Misc - Other Work,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583b05b43da18eff3daa425c/report.jpg
9,6557087,11/22/2016 01:51:48 PM,11/23/2016 05:41:47 AM,11/23/2016 05:41:47 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
10,6547368,11/19/2016 10:21:28 AM,11/25/2016 10:25:32 AM,11/25/2016 10:25:32 AM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Box - Big Signal Light,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583076ec3da18eff3da9626e/report.jpg
11,6547322,11/19/2016 10:18:11 AM,11/21/2016 06:01:18 AM,11/21/2016 06:01:18 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5830769c3da18eff3da96263/report.jpg
12,6547295,11/19/2016 10:16:22 AM,,11/19/2016 10:16:22 AM,Open,open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,City_receptacle - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58307ba63da18eff3da9630c/report.jpg
13,6532568,11/15/2016 08:11:33 AM,11/15/2016 12:20:34 PM,11/15/2016 12:20:34 PM,Closed,Case Resolved -,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/582b33aedf86adfef544942c/report.jpg
14,6532539,11/15/2016 08:05:37 AM,11/15/2016 08:20:58 AM,11/15/2016 08:20:58 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/582b3246df86adfef5449383/report.jpg
15,6532535,11/15/2016 08:05:09 AM,11/15/2016 08:21:09 AM,11/15/2016 08:21:09 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/582b322adf86adfef5449367/report.jpg
16,6528248,11/14/2016 08:40:55 AM,11/20/2016 10:25:34 AM,11/20/2016 10:25:34 AM,Closed,Case Resolved - SES Graffiti Crew  - Clean using chemicals - Property - MUNI,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5829e910df86adfef544609f/report.jpg
17,6528234,11/14/2016 08:39:38 AM,11/14/2016 10:33:34 AM,11/14/2016 10:33:34 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5829e8b8df86adfef544605e/report.jpg
18,6528217,11/14/2016 08:38:06 AM,11/14/2016 10:54:21 AM,11/14/2016 10:54:21 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5829e864df86adfef5446019/report.jpg
19,6528213,11/14/2016 08:37:34 AM,11/14/2016 10:10:55 AM,11/14/2016 10:10:55 AM,Closed,Case Resolved - emailed to ATT,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5829e83adf86adfef5445ff9/report.jpg
20,6528205,11/14/2016 08:36:49 AM,11/14/2016 10:54:04 AM,11/14/2016 10:54:04 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5829e815df86adfef5445fc2/report.jpg
21,6525568,11/13/2016 09:01:24 AM,11/14/2016 06:42:07 AM,11/14/2016 06:42:07 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58289c58df86adfef5443cec/report.jpg
22,6525559,11/13/2016 09:00:20 AM,11/14/2016 06:42:17 AM,11/14/2016 06:42:17 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58289c1adf86adfef5443ca4/report.jpg
23,6519999,11/11/2016 07:38:33 AM,11/11/2016 11:46:59 AM,11/11/2016 11:46:59 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5825e5f3df866fe110f875f4/report.jpg
24,6515093,11/09/2016 03:51:42 PM,11/10/2016 06:21:09 AM,11/10/2016 06:21:09 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5823b678df86841872f68eab/report.jpg
25,6512713,11/09/2016 08:31:20 AM,11/09/2016 12:16:09 PM,11/09/2016 12:16:09 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58234f4edf86841872f66f5f/report.jpg
26,6508694,11/08/2016 08:30:38 AM,11/08/2016 11:59:27 AM,11/08/2016 11:59:27 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5821fd9fdf86105b2530676e/report.jpg
27,6508682,11/08/2016 08:29:09 AM,11/08/2016 11:59:56 AM,11/08/2016 11:59:56 AM,Closed,Case is a Duplicate -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5821fd4ddf86105b25306728/report.jpg
28,6505045,11/07/2016 10:23:33 AM,11/07/2016 12:59:07 PM,11/07/2016 12:59:07 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5820c698df86105b253036bf/report.jpg
29,6504019,11/07/2016 08:15:57 AM,11/07/2016 01:01:20 PM,11/07/2016 01:01:20 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5820a85ddf86105b25302aaa/report.jpg
30,6503990,11/07/2016 08:12:22 AM,11/07/2016 01:01:51 PM,11/07/2016 01:01:51 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5820a7dcdf86105b25302a85/report.jpg
31,6503976,11/07/2016 08:10:57 AM,11/07/2016 01:01:40 PM,11/07/2016 01:01:40 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5820a788df86105b25302a57/report.jpg
32,6503962,11/07/2016 08:09:46 AM,11/07/2016 01:02:00 PM,11/07/2016 01:02:00 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5820a740df86105b25302a39/report.jpg
33,6497827,11/04/2016 06:20:38 PM,11/07/2016 06:48:18 AM,11/07/2016 06:48:18 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of CHURCH ST and 18TH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
34,6494858,11/04/2016 08:01:01 AM,11/04/2016 08:25:20 AM,11/04/2016 08:25:20 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/581ca2a3df86cc04d86e6b19/report.jpg
35,6493023,11/03/2016 02:23:56 PM,11/04/2016 07:21:46 AM,11/04/2016 07:21:46 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/581baae0df86cc04d86e5177/report.jpg
36,6484769,11/01/2016 02:07:05 PM,11/02/2016 05:52:07 AM,11/02/2016 05:52:07 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
37,6484757,11/01/2016 02:05:05 PM,11/02/2016 05:51:59 AM,11/02/2016 05:51:59 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
38,6476216,10/30/2016 12:37:48 PM,10/31/2016 05:46:04 AM,10/31/2016 05:46:04 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,
39,6473197,10/29/2016 09:04:43 AM,10/31/2016 06:48:06 AM,10/31/2016 06:48:06 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5814c894df86e28c84529542/report.jpg
40,6473189,10/29/2016 09:03:10 AM,10/31/2016 06:47:48 AM,10/31/2016 06:47:48 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Not_Offensive,"620 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.760964722895, -122.428483692116)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5814c838df86e28c84529528/report.jpg
41,6470075,10/28/2016 09:07:16 AM,10/31/2016 07:15:36 AM,10/31/2016 07:15:36 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/581377addf86e28c84527787/report.jpg
42,6470039,10/28/2016 09:01:34 AM,10/31/2016 07:17:47 AM,10/31/2016 07:17:47 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58137656df86e28c8452772a/report.jpg
43,6467607,10/27/2016 12:35:06 PM,10/27/2016 01:10:40 PM,10/27/2016 01:10:40 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/581256e3df86e28c84525dd2/report.jpg
44,6467582,10/27/2016 12:28:38 PM,10/27/2016 12:31:30 PM,10/27/2016 12:31:30 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58125560df86e28c84525d34/report.jpg
45,6466571,10/27/2016 09:34:51 AM,11/08/2016 11:13:56 AM,11/08/2016 11:13:56 AM,Closed,Case Transferred -,SFMTA - Muni System Feedback Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58122ca4df8678d390678db6/report.jpg
46,6466533,10/27/2016 09:26:19 AM,10/27/2016 11:11:32 AM,10/27/2016 11:11:32 AM,Closed,Case Resolved -,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,"602 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761230195726, -122.428417810621)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58122aa3df8678d390678d07/report.jpg
47,6466528,10/27/2016 09:25:43 AM,10/27/2016 12:39:38 PM,10/27/2016 12:39:38 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58122a7fdf8678d390678cd6/report.jpg
48,6466520,10/27/2016 09:24:49 AM,10/27/2016 11:11:23 AM,10/27/2016 11:11:23 AM,Closed,Case Resolved -,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58122a46df8678d390678cb3/report.jpg
49,6466406,10/27/2016 09:06:30 AM,10/27/2016 12:39:26 PM,10/27/2016 12:39:26 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58122600df8678d390678b2d/report.jpg
50,6466386,10/27/2016 09:03:36 AM,11/02/2016 10:30:21 PM,11/02/2016 10:30:21 PM,Closed,Case Transferred - Per process - cases are closed 5 days after assignment.,311 Service Request Queue - Hold,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5812254fdf8678d390678af1/report.jpg
51,6462182,10/26/2016 07:58:17 AM,10/26/2016 11:54:52 AM,10/26/2016 11:54:52 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5810c482df86182d009ca46e/report.jpg
52,6461601,10/25/2016 09:47:03 PM,10/26/2016 11:59:39 AM,10/26/2016 11:59:39 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Transit_Shelter_Platform - Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58103541df86182d009c9d74/report.jpg
53,6458087,10/25/2016 08:16:45 AM,10/26/2016 12:36:57 PM,10/26/2016 12:36:57 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/580f7744df86182d009c7589/report.jpg
54,6441823,10/20/2016 11:46:54 AM,10/20/2016 12:39:02 PM,10/20/2016 12:39:02 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of CHURCH ST and 18TH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
55,6438369,10/19/2016 02:05:33 PM,10/20/2016 12:49:06 PM,10/20/2016 12:49:06 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5807e014df8621d231674df5/report.jpg
56,6423145,10/15/2016 09:13:03 AM,10/18/2016 01:35:16 AM,10/18/2016 01:35:16 AM,Closed,Case Resolved - 10-98,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,City_receptacle - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58025583df86a4d950d40e4c/report.jpg
57,6423143,10/15/2016 09:12:23 AM,10/17/2016 06:17:18 AM,10/17/2016 06:17:18 AM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5802555edf86a4d950d40e3c/report.jpg
58,6405645,10/11/2016 08:17:35 AM,10/18/2016 05:04:56 AM,10/18/2016 05:04:56 AM,Closed,Case Resolved -,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57fd0288df866a3865f3e966/report.jpg
59,6405634,10/11/2016 08:15:56 AM,10/18/2016 05:54:20 AM,10/18/2016 05:54:20 AM,Closed,Case Resolved - 10-98,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,City_receptacle - Not_Offensive,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57fd0225df866a3865f3e92b/report.jpg
60,6402009,10/10/2016 08:57:30 AM,10/18/2016 05:12:40 AM,10/18/2016 05:12:40 AM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Box - Small Signal Light,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,"586 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.761469775816, -122.428569714336)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57fbba62df866a3865f3c6d4/report.jpg
61,6401919,10/10/2016 08:40:31 AM,10/10/2016 12:55:10 PM,10/10/2016 12:55:10 PM,Closed,Scheduled -,Clear Channel - Transit Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Transit_Shelter_Platform - Not_Offensive,"3803 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.761161068222, -122.428524351928)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57fbb666df866a3865f3c60a/report.jpg
